,USDBRL,USDEUR
2012-05-14,1.9866,0.7783918424534911
2012-05-15,1.9947,0.783146683373796
2012-05-16,1.9974,0.7855459544383347
2012-05-17,1.9973,0.7868439688409788
2012-05-18,2.0095,0.7861017215627703
2012-05-21,2.0374,0.783146683373796
2012-05-22,2.0493,0.7852375343541421
2012-05-23,2.0816,0.7956082425013924
2012-05-24,2.0384,0.7947230390209012
2012-05-25,2.0032,0.7988496564946477
2012-05-28,1.9778,
2012-05-29,1.9944,0.800768737988469
2012-05-30,2.0078,0.8061265618702137
2012-05-31,2.0223,0.8087997411840828
2012-06-01,2.035,0.8051529790660226
2012-06-04,2.041,0.8003201280512204
2012-06-05,2.0266,0.804052424218059
2012-06-06,2.0183,0.7977662544874351
2012-06-07,,0.795671546785487
2012-06-08,2.0353,0.801153661272232
2012-06-11,2.0348,0.799744081893794
2012-06-12,2.0564,0.8014747134727899
2012-06-13,2.0604,0.7939028262940616
2012-06-14,2.0691,0.7931472081218275
2012-06-15,2.0443,0.7915776141850708
2012-06-18,2.0634,0.7950389569088885
2012-06-19,2.044,0.7878978884336589
2012-06-20,2.0293,0.7872156183578682
2012-06-21,2.0363,0.794533608771651
2012-06-22,2.0555,0.7971303308090874
2012-06-25,2.0718,0.8012820512820513
2012-06-26,2.0743,0.8018603159329644
2012-06-27,2.0764,0.8027614995584812
2012-06-28,2.0904,0.804311107536395
2012-06-29,2.0213,0.7893905904641617
2012-07-02,1.9893,0.7946598855689765
2012-07-03,1.9888,0.7923930269413629
2012-07-04,2.0201,
2012-07-05,2.0292,0.8074935400516796
2012-07-06,2.0359,0.8141333550435562
2012-07-09,2.0312,0.8130742336775347
2012-07-10,2.0332,0.8159934720522236
2012-07-11,2.031,0.8167265599477296
2012-07-12,2.0471,0.8197393228953193
2012-07-13,2.0338,0.8175277959450621
2012-07-16,2.038,0.8151952392598028
2012-07-17,2.0349,0.8173941474579042
2012-07-18,2.0258,0.8155941603458119
2012-07-19,2.0239,0.8158603247124092
2012-07-20,2.0227,0.8212877792378449
2012-07-23,2.0412,0.8246742536698005
2012-07-24,2.0418,0.8290499088045101
2012-07-25,2.0403,0.8242664029014177
2012-07-26,2.0255,0.8143322475570033
2012-07-27,2.0173,0.8084074373484236
2012-07-30,2.0313,0.8163265306122448
2012-07-31,2.0499,0.8120178643930166
2012-08-01,2.0432,0.8130742336775347
2012-08-02,2.0475,0.823113013416742
2012-08-03,2.0313,0.8071025020177562
2012-08-06,2.0279,0.8050233456770246
2012-08-07,2.0281,0.8050233456770246
2012-08-08,2.0273,0.8087997411840828
2012-08-09,2.0182,0.8144648965629582
2012-08-10,2.0175,0.813140348024069
2012-08-13,2.0266,0.8104384471999352
2012-08-14,2.0258,0.8110957904128477
2012-08-15,2.0234,0.8138020833333334
2012-08-16,2.0214,0.8093234056328908
2012-08-17,2.0182,0.8120178643930166
2012-08-20,2.0209,0.8101758081503687
2012-08-21,2.0173,0.8017960230917254
2012-08-22,2.021,0.8017960230917254
2012-08-23,2.0241,0.7947230390209012
2012-08-24,2.0255,0.7978935609989627
2012-08-27,2.0293,0.799105002397315
2012-08-28,2.0433,0.795924864692773
2012-08-29,2.0509,0.7975753708725475
2012-08-30,2.0513,0.8001920460910619
2012-08-31,2.0372,0.7950389569088885
2012-09-03,2.0335,
2012-09-04,2.0392,0.7957981855801369
2012-09-05,2.0385,0.7934618741569468
2012-09-06,2.0381,0.7920164739426581
2012-09-07,,0.7814942169427945
2012-09-10,2.0241,0.7815552950371238
2012-09-11,2.0197,0.7777259293824855
2012-09-12,2.0204,0.7755545214828602
2012-09-13,2.0254,0.7744733581164809
2012-09-14,2.0139,0.7609191903819814
2012-09-17,2.0312,0.7619047619047619
2012-09-18,2.0274,0.7662248103593595
2012-09-19,2.0236,0.7654037504783774
2012-09-20,2.0263,0.7723200494284832
2012-09-21,2.024,0.7698229407236336
2012-09-24,2.0273,0.7746533426291735
2012-09-25,2.0251,0.772499034376207
2012-09-26,2.0341,0.7780890133831311
2012-09-27,2.0311,0.7767593599502873
2012-09-28,2.0306,0.7778469197261978
2012-10-01,2.026,0.7751937984496123
2012-10-02,2.0266,0.7721411474017451
2012-10-03,2.0266,0.7746533426291735
2012-10-04,2.0224,0.7691716021844474
2012-10-05,2.0246,0.7657554177195803
2012-10-08,2.0313,
2012-10-09,2.0337,0.7766387076731904
2012-10-10,2.0378,0.7759155803848542
2012-10-11,2.0369,0.7735148514851485
2012-10-12,,0.7724393635099644
2012-10-15,2.0382,0.7722007722007722
2012-10-16,2.0351,0.7671064743786437
2012-10-17,2.0336,0.7614406457016676
2012-10-18,2.0295,0.7630093087135663
2012-10-19,2.0272,0.7679311933650744
2012-10-22,2.0266,0.7655209369976269
2012-10-23,2.0286,0.7709505820676895
2012-10-24,2.0263,0.7724393635099644
2012-10-25,2.0261,0.7717240314863405
2012-10-26,2.0263,0.7729169887154119
2012-10-29,2.0296,0.7748334108166745
2012-10-30,2.0323,0.7704753833115031
2012-10-31,2.0313,0.7717240314863405
2012-11-01,2.0312,0.7729767334003246
2012-11-02,,0.7783312577833126
2012-11-05,2.035,0.7818608287724785
2012-11-06,2.0341,0.7801529099703541
2012-11-07,2.033,0.7837604827964574
2012-11-08,2.0357,0.7849293563579278
2012-11-09,2.0512,0.7864726700747149
2012-11-12,2.0476,
2012-11-13,2.0614,0.786410821012897
2012-11-14,2.0629,0.7849293563579278
2012-11-15,,0.7822889775483064
2012-11-16,2.0712,0.7864726700747149
2012-11-19,2.0745,0.7808839606434484
2012-11-20,2.0835,0.7803964413922272
2012-11-21,2.0924,0.780274656679151
2012-11-22,2.0912,
2012-11-23,2.0985,0.7716644802839725
2012-11-26,2.0787,0.7712478790683326
2012-11-27,2.0752,0.7727975270479134
2012-11-28,2.0912,0.773814129846011
2012-11-29,2.0991,0.7720219254226821
2012-11-30,2.1074,0.7686395080707149
2012-12-03,2.1121,0.765345170671973
2012-12-04,2.1077,0.7644675483525724
2012-12-05,2.1046,0.7647013841095052
2012-12-06,2.0836,0.7711289327575571
2012-12-07,2.0804,0.7726781023025807
2012-12-10,2.081,0.7733952049497294
2012-12-11,2.0743,0.769704433497537
2012-12-12,2.0801,0.7669888019634913
2012-12-13,2.0751,0.7647013841095052
2012-12-14,2.084,0.7613826709304097
2012-12-17,2.0902,0.7593591009188245
2012-12-18,2.0966,0.7562008469449486
2012-12-19,2.0791,0.7541478129713424
2012-12-20,2.0625,0.7562008469449486
2012-12-21,2.0758,0.7595321282090233
2012-12-24,2.0774,0.758782912208817
2012-12-25,,
2012-12-26,2.0569,0.7559721802237678
2012-12-27,2.0483,0.7559721802237678
2012-12-28,2.0435,0.75642965204236
2012-12-31,2.0435,0.7583801001061732
2013-01-01,,
2013-01-02,2.0415,0.7578628268283442
2013-01-03,2.0464,0.7627765064836003
2013-01-04,2.0425,0.7664597225415805
2013-01-07,2.0312,0.7634170547370028
2013-01-08,2.0286,0.7652280379553107
2013-01-09,2.0417,0.7646429117602079
2013-01-10,2.0358,0.75642965204236
2013-01-11,2.0341,0.7488953793155096
2013-01-14,2.0334,0.7479991024010771
2013-01-15,2.0374,0.749512816669165
2013-01-16,2.0409,0.7515971439308531
2013-01-17,2.0411,0.7487271638215035
2013-01-18,2.0441,0.7517101405697962
2013-01-21,2.042,
2013-01-22,2.0471,0.751653638003608
2013-01-23,2.0394,0.7514277126540427
2013-01-24,2.0344,0.7474958887726117
2013-01-25,2.0285,0.7431629013079668
2013-01-28,2.0241,0.7429972509101715
2013-01-29,1.9912,0.7416196974191634
2013-01-30,1.99,0.7372456502506635
2013-01-31,1.9883,0.7361601884570083
2013-02-01,1.9843,0.7303534910896874
2013-02-04,1.9893,0.7392622163081245
2013-02-05,1.9881,0.7369739848183359
2013-02-06,1.9884,0.7392075694855116
2013-02-07,1.9789,0.7472724555372888
2013-02-08,1.9636,0.7481669908723627
2013-02-11,,0.7454897867899211
2013-02-12,,0.7434944237918216
2013-02-13,1.967,0.74360499702558
2013-02-14,1.9666,0.7499625018749063
2013-02-15,1.96,0.74839095943721
2013-02-18,1.9676,
2013-02-19,1.9597,0.7469933517591694
2013-02-20,1.957,0.7490636704119851
2013-02-21,1.972,0.7573462587094819
2013-02-22,1.9705,0.7595321282090233
2013-02-25,1.9676,0.7591861524445794
2013-02-26,1.9818,0.7660487206986365
2013-02-27,1.9807,0.7631257631257631
2013-02-28,1.9754,0.7645844483523204
2013-03-01,1.9848,0.769941484447182
2013-03-04,1.9827,0.7694675284702985
2013-03-05,1.9693,0.7681081496274675
2013-03-06,1.9673,0.7698229407236336
2013-03-07,1.9642,0.7634753397465261
2013-03-08,1.9528,0.769704433497537
2013-03-11,1.9552,0.7684032580298141
2013-03-12,1.9585,0.7678722260615833
2013-03-13,1.9619,0.7722604062089737
2013-03-14,1.9676,0.7707723138584861
2013-03-15,1.9749,0.7647598654022636
2013-03-18,1.9871,0.7718431614695893
2013-03-19,1.983,0.7759155803848542
2013-03-20,1.9868,0.7722007722007722
2013-03-21,1.9931,0.7735148514851485
2013-03-22,2.0126,0.7694675284702985
2013-03-25,2.014,0.7763372408974458
2013-03-26,2.0087,0.7777259293824855
2013-03-27,2.0185,0.7823501799405413
2013-03-28,2.0138,0.778694907335306
2013-03-29,,0.780274656679151
2013-04-01,2.0186,0.7777864198491093
2013-04-02,2.0179,0.779058896852602
2013-04-03,2.0239,0.7783918424534911
2013-04-04,2.0201,0.7779679477205539
2013-04-05,2.0035,0.7676364473785215
2013-04-08,1.9902,0.7687576875768758
2013-04-09,1.9861,0.7638252367858235
2013-04-10,1.981,0.7656967840735068
2013-04-11,1.9736,0.7619628162145687
2013-04-12,1.9761,0.7637085688101422
2013-04-15,1.979,0.7644091117566121
2013-04-16,1.9903,0.7609770945894528
2013-04-17,1.9939,0.766342248448157
2013-04-18,2.0152,0.7649938800489596
2013-04-19,2.0089,0.765345170671973
2013-04-22,2.0154,0.7662835249042146
2013-04-23,2.017,0.7685213648939441
2013-04-24,2.0244,0.7694083249980764
2013-04-25,2.0119,0.7689941556444171
2013-04-26,2.0001,0.7678132678132679
2013-04-29,1.9999,0.7639419404125287
2013-04-30,2.0017,0.7594167679222358
2013-05-01,,0.7580351728320195
2013-05-02,2.0095,0.765345170671973
2013-05-03,2.0093,0.762660158633313
2013-05-06,2.0143,0.7652865998316369
2013-05-07,2.011,0.7642338555598013
2013-05-08,2.003,0.7588980799878576
2013-05-09,2.0051,0.7630675314765357
2013-05-10,2.0231,0.7719027402547278
2013-05-13,2.015,0.77035667514059
2013-05-14,2.0063,0.7710694733595498
2013-05-15,2.0233,0.7777864198491093
2013-05-16,2.0254,0.7753140021708792
2013-05-17,2.0354,0.7801529099703541
2013-05-20,2.0333,0.777302759424796
2013-05-21,2.0402,0.774593338497289
2013-05-22,2.0387,0.777363184079602
2013-05-23,2.0537,0.7725587144622992
2013-05-24,2.0495,0.7739938080495355
2013-05-27,2.0527,
2013-05-28,2.0616,0.7770007770007771
2013-05-29,2.0894,0.7725587144622992
2013-05-30,,0.7667535654040791
2013-05-31,2.1319,0.769941484447182
2013-06-03,2.1355,0.7634753397465261
2013-06-04,2.1282,0.7648183556405354
2013-06-05,2.1235,0.7640586797066015
2013-06-06,2.125,0.7548309178743962
2013-06-07,2.1372,0.7551729346020238
2013-06-10,2.1506,0.7556294393229561
2013-06-11,2.1521,0.7531254707034192
2013-06-12,2.142,0.7488392990864161
2013-06-13,2.1447,0.751089079164789
2013-06-14,2.1367,0.7501875468867217
2013-06-17,2.1538,0.7495689978262499
2013-06-18,2.1706,0.7458790184232118
2013-06-19,2.1744,0.7460459564309161
2013-06-20,2.2523,0.7567731194187983
2013-06-21,2.2648,0.7626019980172348
2013-06-24,2.2515,0.7638835841417768
2013-06-25,2.2185,0.764525993883792
2013-06-26,2.1975,0.7688759034291865
2013-06-27,2.1846,0.7682851874615857
2013-06-28,2.2156,0.7686395080707149
2013-07-01,2.2297,0.7656967840735068
2013-07-02,2.2412,0.7682261657832066
2013-07-03,2.2634,0.7689350249903883
2013-07-04,2.2595,
2013-07-05,2.2645,0.7793624814901411
2013-07-08,2.2583,0.7774236181295188
2013-07-09,2.2628,0.7828401440425864
2013-07-10,2.2697,0.7784524365561264
2013-07-11,2.2672,0.7665184730952016
2013-07-12,2.267,0.7664009809932557
2013-07-15,2.2548,0.7669299792928905
2013-07-16,2.2353,0.7608034083992696
2013-07-17,2.2372,0.7637085688101422
2013-07-18,2.2297,0.7646429117602079
2013-07-19,2.2364,0.7609191903819814
2013-07-22,2.2386,0.7579777154551657
2013-07-23,2.2267,0.7568876778686043
2013-07-24,2.2348,0.7559721802237678
2013-07-25,2.2497,0.7556294393229561
2013-07-26,2.2488,0.7536362951239732
2013-07-29,2.2609,0.7540340823405217
2013-07-30,2.2734,0.7538067239559777
2013-07-31,2.2903,0.7528986598403855
2013-08-01,2.2914,0.7566013467503971
2013-08-02,2.2933,0.753693096171239
2013-08-05,2.301,0.75431847325941
2013-08-06,2.2955,0.7521058965102287
2013-08-07,2.3028,0.7502438292445045
2013-08-08,2.2882,0.7467144563918757
2013-08-09,2.2748,0.7497375918428549
2013-08-12,2.2722,0.7512019230769231
2013-08-13,2.3035,0.7548878991469766
2013-08-14,2.3118,0.7543753771876887
2013-08-15,2.3434,0.7539772298876574
2013-08-16,2.3565,0.7506943923128894
2013-08-19,2.398,0.7491759065028468
2013-08-20,2.3943,0.7448234768359898
2013-08-21,2.4169,0.7480550568521843
2013-08-22,2.4457,0.74839095943721
2013-08-23,2.3868,0.7467144563918757
2013-08-26,2.3705,0.7479991024010771
2013-08-27,2.3998,0.7469933517591694
2013-08-28,2.3515,0.75041272699985
2013-08-29,2.3578,0.7559721802237678
2013-08-30,2.3725,0.7578053955744164
2013-09-02,2.3643,
2013-09-03,2.3897,0.7596475235490732
2013-09-04,2.3538,0.7568876778686043
2013-09-05,2.3314,0.7621951219512195
2013-09-06,2.2979,0.7595321282090233
2013-09-09,2.2868,0.7541478129713424
2013-09-10,2.2779,0.7541478129713424
2013-09-11,2.2947,0.7518231711901361
2013-09-12,2.2769,0.7510326699211416
2013-09-13,2.2785,0.7532389273877674
2013-09-16,2.2649,0.7490636704119851
2013-09-17,2.2617,0.748671108781912
2013-09-18,2.2489,0.7490075649764063
2013-09-19,2.2036,0.7392622163081245
2013-09-20,2.2053,0.7395355716609968
2013-09-23,2.2033,0.7396449704142012
2013-09-24,2.2031,0.7412898443291327
2013-09-25,2.2224,0.7387706855791962
2013-09-26,2.2285,0.7416196974191634
2013-09-27,2.2571,0.7387161113983897
2013-09-30,2.23,0.7388252678241596
2013-10-01,2.2123,0.7388798581350673
2013-10-02,2.2088,0.7357268981753973
2013-10-03,2.2069,0.7330303474563846
2013-10-04,2.2051,0.7362685907819172
2013-10-07,2.2087,0.7369739848183359
2013-10-08,2.2016,0.7362685907819172
2013-10-09,2.2054,0.7400281210686006
2013-10-10,2.185,0.7388252678241596
2013-10-11,2.1821,0.7375175160410059
2013-10-14,2.1817,
2013-10-15,2.1818,0.7410701052319549
2013-10-16,2.1629,0.7412898443291327
2013-10-17,2.1611,0.7318501170960187
2013-10-18,2.1616,0.7303001533630322
2013-10-21,2.1738,0.7314218841427735
2013-10-22,2.176,0.7257947452460445
2013-10-23,2.1826,0.7253735673872044
2013-10-24,2.2003,0.724112961622013
2013-10-25,2.1848,0.724952878062926
2013-10-28,2.1846,0.7253735673872044
2013-10-29,2.1804,0.7262164124909223
2013-10-30,2.1888,0.7261636772928618
2013-10-31,2.2026,0.7356186552890982
2013-11-01,2.2468,0.741399762752076
2013-11-04,2.2426,0.7398638650488311
2013-11-05,2.2747,0.7423904974016333
2013-11-06,2.2785,0.7390983000739099
2013-11-07,2.2825,0.7468259895444361
2013-11-08,2.317,0.748671108781912
2013-11-11,2.3142,
2013-11-12,2.3362,0.7447125409591897
2013-11-13,2.3234,0.7431629013079668
2013-11-14,2.3289,0.7425007425007425
2013-11-15,,0.7418397626112759
2013-11-18,2.2828,0.7396449704142012
2013-11-19,2.2662,0.7391529307413703
2013-11-20,2.2726,0.743439149505613
2013-11-21,2.3067,0.7423904974016333
2013-11-22,2.2913,0.7381708127260648
2013-11-25,2.2871,0.7406310176270182
2013-11-26,2.304,0.7377351530800443
2013-11-27,2.3058,0.737300007373
2013-11-28,2.3208,
2013-11-29,2.3249,0.7349698662354843
2013-12-02,2.3449,0.7378984651711925
2013-12-03,2.3558,0.7350779182593354
2013-12-04,2.374,0.7377351530800443
2013-12-05,2.3747,0.7318501170960187
2013-12-06,2.3525,0.7304601899196493
2013-12-09,2.3225,0.7285443683520326
2013-12-10,2.3102,0.726480203414457
2013-12-11,2.3262,0.7247427163357009
2013-12-12,2.3338,0.7271669575334497
2013-12-13,2.3354,0.728650539201399
2013-12-16,2.3255,0.7269026677327907
2013-12-17,2.3221,0.7273785277858598
2013-12-18,2.3274,0.726427429899753
2013-12-19,2.3528,0.7317430118542367
2013-12-20,2.3817,0.731368390258173
2013-12-23,2.3706,0.7298737318443909
2013-12-24,2.3554,0.7312079555425564
2013-12-25,,
2013-12-26,2.3507,0.7304601899196493
2013-12-27,2.3538,0.726427429899753
2013-12-30,2.3426,0.7237984944991315
2013-12-31,2.3426,0.7257420712678715
2014-01-01,,
2014-01-02,2.3975,0.731528895391368
2014-01-03,2.3741,0.7349698662354843
2014-01-06,2.3789,0.7333528894103843
2014-01-07,2.3634,0.7343222205903951
2014-01-08,2.3779,0.7360518180479906
2014-01-09,2.396,0.7357810315650063
2014-01-10,2.3819,0.7318501170960187
2014-01-13,2.3491,0.7327617791455997
2014-01-14,2.3617,0.730887297178775
2014-01-15,2.347,0.7350779182593354
2014-01-16,2.3683,0.7352941176470588
2014-01-17,2.3601,0.7377895824110964
2014-01-20,2.3335,
2014-01-21,2.3608,0.7374631268436578
2014-01-22,2.3601,0.7382253063635021
2014-01-23,2.3761,0.7309941520467835
2014-01-24,2.4129,0.7309941520467835
2014-01-27,2.4044,0.7310475911981871
2014-01-28,2.4165,0.7319572536963841
2014-01-29,2.4397,0.7319036814755178
2014-01-30,2.4224,0.738061849582995
2014-01-31,2.4263,0.7407407407407407
2014-02-03,2.409,0.7394808844191377
2014-02-04,2.4177,0.7403568520026653
2014-02-05,2.4106,0.7396996819291367
2014-02-06,2.4041,0.7350779182593354
2014-02-07,2.3817,0.7345379756133392
2014-02-10,2.3936,0.732922896511287
2014-02-11,2.4076,0.7323861139592793
2014-02-12,2.4086,0.7357268981753973
2014-02-13,2.4238,0.7315824127587973
2014-02-14,2.3924,0.7304601899196493
2014-02-17,2.387,
2014-02-18,2.3983,0.7268498328245385
2014-02-19,2.3986,0.7266385699752942
2014-02-20,2.3799,0.7304601899196493
2014-02-21,2.3625,0.7287567409998542
2014-02-24,2.3391,0.7275902211874272
2014-02-25,2.3367,0.7273256236817223
2014-02-26,2.3454,0.7316359379572724
2014-02-27,2.3436,0.728650539201399
2014-02-28,2.3334,0.7243227582210633
2014-03-03,,0.7265857734505557
2014-03-04,,0.728279076542131
2014-03-05,2.324,0.72811999417504
2014-03-06,2.3094,0.7221259387637203
2014-03-07,2.3382,0.7210845111047015
2014-03-10,2.341,0.7204610951008646
2014-03-11,2.3461,0.7211365111415591
2014-03-12,2.3649,0.7192174913693901
2014-03-13,2.3486,0.7180297264306742
2014-03-14,2.3638,0.7181844297615627
2014-03-17,2.3518,0.7180297264306742
2014-03-18,2.3522,0.718752246100769
2014-03-19,2.3338,0.7189072609633357
2014-03-20,2.342,0.7254788160185722
2014-03-21,2.3245,0.725531451788435
2014-03-24,2.3248,0.7254788160185722
2014-03-25,2.3124,0.7258474268708718
2014-03-26,2.3119,0.7253735673872044
2014-03-27,2.283,0.7271669575334497
2014-03-28,2.2603,0.7271140841998109
2014-03-31,2.263,0.7258474268708718
2014-04-01,2.262,0.7244277021153288
2014-04-02,2.2711,0.7266913741733885
2014-04-03,2.2811,0.7295010213014298
2014-04-04,2.242,0.7297139521307647
2014-04-07,2.2326,0.7275372862859221
2014-04-08,2.1974,0.7245326764237067
2014-04-09,2.2111,0.7237984944991315
2014-04-10,2.1987,0.7198387561186295
2014-04-11,2.2059,0.7195279896387969
2014-04-14,2.2096,0.7233796296296295
2014-04-15,2.2257,0.7243227582210633
2014-04-16,2.2342,0.7235890014471781
2014-04-17,2.2482,0.7229612492770388
2014-04-18,,0.7237984944991315
2014-04-21,,0.7251631617113851
2014-04-22,2.2449,0.7244277021153288
2014-04-23,2.2426,0.7239032865209208
2014-04-24,2.2229,0.7231703789412786
2014-04-25,2.2325,0.7226477814713109
2014-04-28,2.237,0.722334585379948
2014-04-29,2.2199,0.7242178447276941
2014-04-30,2.236,0.7209805335255948
2014-05-01,,0.7211365111415591
2014-05-02,2.2221,0.7212925562608193
2014-05-05,2.2286,0.7202535292422932
2014-05-06,2.2322,0.7181844297615627
2014-05-07,2.2282,0.7185456635769203
2014-05-08,2.2107,0.7212925562608193
2014-05-09,2.2192,0.7265857734505557
2014-05-12,2.2164,0.7267441860465117
2014-05-13,2.2101,0.7293414047115455
2014-05-14,2.2129,0.7289692374981777
2014-05-15,2.2166,0.7292882147024504
2014-05-16,2.211,0.7295010213014298
2014-05-19,2.2111,0.7290755322251385
2014-05-20,2.2156,0.7298204641658151
2014-05-21,2.2111,0.7322252324815114
2014-05-22,2.2131,0.732493407559332
2014-05-23,2.2187,0.7337833871441151
2014-05-26,2.2209,
2014-05-27,2.2354,0.7343222205903951
2014-05-28,2.2405,0.7355104442483084
2014-05-29,2.2251,0.7348618459729571
2014-05-30,2.239,0.7331378299120234
2014-06-02,2.264,0.7349698662354843
2014-06-03,2.2654,0.733998825601879
2014-06-04,2.2802,0.7342683016374183
2014-06-05,2.2695,0.7343222205903951
2014-06-06,2.2445,0.7331915829606277
2014-06-09,2.2336,0.7358893222459342
2014-06-10,2.2296,0.7383888355608063
2014-06-11,2.2307,0.7389890629618682
2014-06-12,2.2306,0.737680731779286
2014-06-13,2.2347,0.7395355716609968
2014-06-16,2.2313,0.7364854912358227
2014-06-17,2.2486,0.7383888355608063
2014-06-18,2.2534,0.7370826269624825
2014-06-19,,0.7342143906020557
2014-06-20,2.238,0.7360518180479906
2014-06-23,2.2195,0.7356727727506805
2014-06-24,2.2217,0.7359434795407712
2014-06-25,2.2052,0.7332453438920663
2014-06-26,2.2089,0.7347538574577517
2014-06-27,2.1975,0.7336218912772358
2014-06-30,2.2025,0.7304601899196493
2014-07-01,2.2054,0.7309407207075506
2014-07-02,2.2134,0.7322788517867604
2014-07-03,2.2281,0.7347538574577517
2014-07-04,2.2149,
2014-07-07,2.2201,0.7350779182593354
2014-07-08,2.215,0.7345379756133392
2014-07-09,2.2139,0.7336757153338225
2014-07-10,2.2237,0.7352941176470588
2014-07-11,2.2228,0.7354022650389763
2014-07-14,2.2176,0.7342143906020557
2014-07-15,2.2195,0.7367567965814484
2014-07-16,2.2193,0.7390983000739099
2014-07-17,2.2403,0.7390983000739099
2014-07-18,2.2362,0.7399186089530152
2014-07-21,2.2238,0.7394262052647146
2014-07-22,2.2129,0.7423904974016333
2014-07-23,2.2202,0.7428316743425939
2014-07-24,2.2204,0.7425007425007425
2014-07-25,2.2293,0.7445461990916536
2014-07-28,2.2302,0.744047619047619
2014-07-29,2.2278,0.7457121551081283
2014-07-30,2.2447,0.7474958887726117
2014-07-31,2.2674,0.7468259895444361
2014-08-01,2.2607,0.7442691277165824
2014-08-04,2.2577,0.7454897867899211
2014-08-05,2.2756,0.7481669908723627
2014-08-06,2.279,0.7487832272557096
2014-08-07,2.2802,0.74839095943721
2014-08-08,2.2986,0.7456009543692216
2014-08-11,2.2779,0.7471049682480388
2014-08-12,2.277,0.748671108781912
2014-08-13,2.2692,0.7481110196753198
2014-08-14,2.2703,0.7476076555023924
2014-08-15,2.269,0.7467144563918757
2014-08-18,2.2595,0.7486150621350501
2014-08-19,2.2587,0.7507507507507507
2014-08-20,2.255,0.7527853056308341
2014-08-21,2.2582,0.7527853056308341
2014-08-22,2.2778,0.7554581853894387
2014-08-25,2.2808,0.7572315614114796
2014-08-26,2.2748,0.7582075972401243
2014-08-27,2.2591,0.7580351728320195
2014-08-28,2.2499,0.7588404917286385
2014-08-29,2.2396,0.7604562737642586
2014-09-01,2.2364,
2014-09-02,2.2521,0.7619628162145687
2014-09-03,2.2319,0.761266747868453
2014-09-04,2.2356,0.7736345350456445
2014-09-05,2.2416,0.7718431614695893
2014-09-08,2.2491,0.7723200494284832
2014-09-09,2.2813,0.7746533426291735
2014-09-10,2.2967,0.7747133560582585
2014-09-11,2.288,0.7730364873222015
2014-09-12,2.3251,0.7719027402547278
2014-09-15,2.3401,0.7721411474017451
2014-09-16,2.3351,0.7706535141800246
2014-09-17,2.3384,0.7717240314863405
2014-09-18,2.3668,0.7744133818632387
2014-09-19,2.3656,0.7791195948578106
2014-09-22,2.387,0.7794839816041781
2014-09-23,2.4026,0.7777259293824855
2014-09-24,2.407,0.781983109164842
2014-09-25,2.4085,0.7844367743959837
2014-09-26,2.431,0.7882705344474223
2014-09-29,2.4522,0.7872156183578682
2014-09-30,2.451,0.7918910357934749
2014-10-01,2.4623,0.7925186241876684
2014-10-02,2.4785,0.7892659826361484
2014-10-03,2.4932,0.7989134776703682
2014-10-06,2.4098,0.7941550190597204
2014-10-07,2.4038,0.7920164739426581
2014-10-08,2.4072,0.7884569896712135
2014-10-09,2.3914,0.7884569896712135
2014-10-10,2.4103,0.7913896802785692
2014-10-13,2.3923,
2014-10-14,2.3991,0.7898894154818326
2014-10-15,2.4316,0.7825950853028643
2014-10-16,2.477,0.7805182641273807
2014-10-17,2.4477,0.7840062720501764
2014-10-20,2.4554,0.7822889775483064
2014-10-21,2.4797,0.7859163784973279
2014-10-22,2.4781,0.7900142202559646
2014-10-23,2.5004,0.7900142202559646
2014-10-24,2.4805,0.7889546351084812
2014-10-27,2.5341,0.7866582756450597
2014-10-28,2.4869,0.7844983133286264
2014-10-29,2.4346,0.7835762419683435
2014-10-30,2.4119,0.7922674694977024
2014-10-31,2.4442,0.7980845969672786
2014-11-03,2.4839,0.8008328661808282
2014-11-04,2.5195,0.7965588657001752
2014-11-05,2.5168,0.800768737988469
2014-11-06,2.5325,0.8055421298533912
2014-11-07,2.5721,0.8050233456770246
2014-11-10,2.539,0.8048289738430584
2014-11-11,2.5644,
2014-11-12,2.555,0.8028259473346179
2014-11-13,2.5725,0.8015389547932029
2014-11-14,2.6136,0.800384184408516
2014-11-17,2.6035,0.8034064433196755
2014-11-18,2.5967,0.7978299026647518
2014-11-19,2.5849,0.7969397513547977
2014-11-20,2.545,0.7983394539358135
2014-11-21,2.5391,0.8068420203324189
2014-11-24,2.5282,0.8046994447573832
2014-11-25,2.5237,0.8017960230917254
2014-11-26,2.5103,0.7998080460689435
2014-11-27,2.5065,
2014-11-28,2.5601,0.8039877793857533
2014-12-01,2.5624,0.8006405124099278
2014-12-02,2.5664,0.8071025020177562
2014-12-03,2.5607,0.8127438231469442
2014-12-04,2.5797,0.8043758043758044
2014-12-05,2.5888,0.8127438231469442
2014-12-08,2.5923,0.8135372600065083
2014-12-09,2.6016,0.8054772452678212
2014-12-10,2.5931,0.8048289738430584
2014-12-11,2.6271,0.8066467693796886
2014-12-12,2.6558,0.8010253123998718
2014-12-15,2.6717,0.8019246190858058
2014-12-16,2.7403,0.799744081893794
2014-12-17,2.7246,0.8060615831049492
2014-12-18,2.6676,0.8136034496786266
2014-12-19,2.6486,0.8173273395995095
2014-12-22,2.6527,0.8161932745674175
2014-12-23,2.6775,0.8210180623973727
2014-12-24,2.6832,0.8204791598293403
2014-12-25,,
2014-12-26,2.6812,
2014-12-29,2.6783,0.8210854749979473
2014-12-30,2.6562,0.8214227041235419
