,USDBRL,USDEUR
1999-10-20,2.0025,0.9289363678588016
1999-10-21,1.9936,0.9252405625462621
1999-10-22,1.9834,0.9365049634763064
1999-10-25,1.9777,0.9375585974123383
1999-10-26,1.9869,0.9453582907922102
1999-10-27,1.9954,0.9494872768704901
1999-10-28,1.9789,0.950660709192889
1999-10-29,1.953,0.9507510933637573
1999-11-01,1.9431,0.9529254812273679
1999-11-02,,0.9518370454978108
1999-11-03,1.9414,0.9537434430138293
1999-11-04,1.9295,0.9578544061302682
1999-11-05,1.9155,0.9615384615384615
1999-11-08,1.9266,0.9649715333397665
1999-11-09,1.9241,0.9614460148062686
1999-11-10,1.9348,0.9582215408202376
1999-11-11,1.9288,
1999-11-12,1.9331,0.9694619486185166
1999-11-15,,0.9694619486185166
1999-11-16,1.9331,0.9697439875872771
1999-11-17,1.9327,0.9612611746611555
1999-11-18,1.929,0.9711566475672525
1999-11-19,1.9313,0.9696499563657519
1999-11-22,1.9322,0.9683354313934347
1999-11-23,1.9328,0.9745638826625085
1999-11-24,1.9295,0.9827044025157232
1999-11-25,1.93,
1999-11-26,1.9263,0.9864851533984413
1999-11-29,1.9213,0.9900990099009901
1999-11-30,1.9227,0.992358836955443
1999-12-01,1.9221,0.9941346058256287
1999-12-02,1.895,0.9977052778609199
1999-12-03,1.8774,0.998402555910543
1999-12-06,1.8669,0.9754194303550527
1999-12-07,1.8594,0.9782821365681863
1999-12-08,1.8627,0.9743739647276625
1999-12-09,1.8668,0.9841551028442083
1999-12-10,1.8667,0.9844457570387871
1999-12-13,1.8564,0.9881422924901185
1999-12-14,1.8463,0.9933445912387008
1999-12-15,1.8501,0.9934432743890325
1999-12-16,1.8407,0.9833808634083981
1999-12-17,1.8178,0.9912767644726408
1999-12-20,1.8048,0.9934432743890325
1999-12-21,1.8234,0.9907856930545922
1999-12-22,1.8204,0.9920634920634921
1999-12-23,1.8286,0.98405825624877
1999-12-24,1.829,0.9873617693522908
1999-12-27,1.8267,0.9865824782951854
1999-12-28,1.8289,0.9932459276916965
1999-12-29,1.817,0.9955201592832256
1999-12-30,1.789,0.9976057462090983
1999-12-31,1.789,0.99304865938431
2000-01-03,1.8011,0.9847365829640571
2000-01-04,1.8337,0.9700261907071491
2000-01-05,1.8544,0.9675858732462506
2000-01-06,1.8461,0.9686168151879117
2000-01-07,1.8281,0.9714396735962696
2000-01-10,1.8161,0.9754194303550527
2000-01-11,1.8219,0.968804495252858
2000-01-12,1.8314,0.9726680284019065
2000-01-13,1.8193,0.9737098344693282
2000-01-14,1.7997,0.9873617693522908
2000-01-17,1.7957,
2000-01-18,1.7924,0.9880446596186148
2000-01-19,1.7984,0.9886307464162135
2000-01-20,1.7801,0.9868745682423763
2000-01-21,1.7784,0.9900990099009901
2000-01-24,1.7652,0.9981036031540074
2000-01-25,1.7741,0.9959167413604223
2000-01-26,1.7769,0.9989012086704624
2000-01-27,1.7753,1.0111223458038423
2000-01-28,1.7875,1.0240655401945724
2000-01-31,1.8024,1.0249051962693452
2000-02-01,1.7932,1.027643613194944
2000-02-02,1.79,1.0237510237510237
2000-02-03,1.7779,1.0114291493880854
2000-02-04,1.7785,1.0245901639344261
2000-02-07,1.7659,1.0221813349688236
2000-02-08,1.7654,1.013993104846887
2000-02-09,1.7632,1.0086746015735324
2000-02-10,1.7695,1.0136847440446022
2000-02-11,1.7647,1.0155377272265664
2000-02-14,1.7699,1.0221813349688236
2000-02-15,1.7764,1.016880211511084
2000-02-16,1.7732,1.016053647632595
2000-02-17,1.774,1.0138902970698571
2000-02-18,1.7705,1.015228426395939
2000-02-21,1.7784,
2000-02-22,1.7825,0.9940357852882704
2000-02-23,1.7886,0.9983028850953379
2000-02-24,1.7779,1.006947940791461
2000-02-25,1.7741,1.0242753252074157
2000-02-28,1.7788,1.034233116144379
2000-02-29,1.7685,1.0370216737529814
2000-03-01,1.7678,1.0309278350515465
2000-03-02,1.76,1.0396091069757771
2000-03-03,1.7511,1.039717196922437
2000-03-06,,1.0413412475268145
2000-03-07,,1.0460251046025104
2000-03-08,1.7498,1.0442773600668338
2000-03-09,1.7343,1.0326311441553078
2000-03-10,1.7386,1.035303861683404
2000-03-13,1.7502,1.0364842454394694
2000-03-14,1.7372,1.0369141435089175
2000-03-15,1.7431,1.0313531353135312
2000-03-16,1.7357,1.0298661174047374
2000-03-17,1.7407,1.0315659170621003
2000-03-20,1.7388,1.0298661174047374
2000-03-21,1.7381,1.0306090899721736
2000-03-22,1.7305,1.0407993338884263
2000-03-23,1.7242,1.0318852543597152
2000-03-24,1.7234,1.0283833813245578
2000-03-27,1.7362,1.0368066355624677
2000-03-28,1.7456,1.0401497815685459
2000-03-29,1.7379,1.0499790004199916
2000-03-30,1.7522,1.0423181154888472
2000-03-31,1.7473,1.0444955086693126
2000-04-03,1.7407,1.0460251046025104
2000-04-04,1.7425,1.0429703796412182
2000-04-05,1.7532,1.036591686534674
2000-04-06,1.7423,1.0438413361169103
2000-04-07,1.7439,1.0427528675703859
2000-04-10,1.7387,1.0429703796412182
2000-04-11,1.7448,1.0426441455531228
2000-04-12,1.7471,1.0470107842110774
2000-04-13,1.7633,1.0499790004199916
2000-04-14,1.7833,1.0455876202425762
2000-04-17,1.7873,1.0471204188481675
2000-04-18,1.7696,1.0551862403714256
2000-04-19,1.7662,1.0673497705197994
2000-04-20,1.7784,1.0665529010238908
2000-04-21,,1.0662117496534813
2000-04-24,1.7916,1.0642826734780757
2000-04-25,1.7888,1.0793308148947653
2000-04-26,1.7985,1.0849517196484757
2000-04-27,1.8083,1.100957833314984
2000-04-28,1.8067,1.1002310485201892
2000-05-01,,1.0964912280701753
2000-05-02,1.8008,1.102779003087781
2000-05-03,1.8162,1.1247328759419637
2000-05-04,1.8144,1.1227124733355787
2000-05-05,1.8118,1.1169440411035407
2000-05-08,1.8058,1.1173184357541899
2000-05-09,1.8079,1.108278842956888
2000-05-10,1.8169,1.0992634934593823
2000-05-11,1.8162,1.108524553818867
2000-05-12,1.8266,1.1013215859030836
2000-05-15,1.8382,1.094331363536879
2000-05-16,1.8198,1.1046062078868883
2000-05-17,1.8292,1.1209505660800358
2000-05-18,1.8305,1.1170688114387846
2000-05-19,1.8454,1.11781801922647
2000-05-22,1.8468,1.1066843736166445
2000-05-23,1.8537,1.1071744906997343
2000-05-24,1.8537,1.0993843447669305
2000-05-25,1.8392,1.1022927689594355
2000-05-26,1.8455,1.0741138560687433
2000-05-29,1.8388,
2000-05-30,1.8305,1.0736525660296328
2000-05-31,1.8266,1.0720411663807892
2000-06-01,1.8202,1.0744600838078866
2000-06-02,1.8104,1.0602205258693809
2000-06-05,1.7933,1.0558547143912997
2000-06-06,1.7899,1.044932079414838
2000-06-07,1.8036,1.0416666666666667
2000-06-08,1.7948,1.0473397570171763
2000-06-09,1.7999,1.0497585555322275
2000-06-12,1.804,1.0477787091366304
2000-06-13,1.81,1.0396091069757771
2000-06-14,1.8107,1.0427528675703859
2000-06-15,1.8079,1.0493179433368311
2000-06-16,1.8073,1.0364842454394694
2000-06-19,1.803,1.0392849719393058
2000-06-20,1.7991,1.0463534581981793
2000-06-21,1.8121,1.0576414595452142
2000-06-22,,1.0640561821664185
2000-06-23,1.8203,1.068604402650139
2000-06-26,1.8282,1.0658708164570454
2000-06-27,1.8235,1.058873358746294
2000-06-28,1.8195,1.058873358746294
2000-06-29,1.8172,1.0509721492380453
2000-06-30,1.8,1.0476689366160292
2000-07-03,1.808,1.0497585555322275
2000-07-04,1.8121,
2000-07-05,1.8047,1.0473397570171763
2000-07-06,1.797,1.049648367796788
2000-07-07,1.7972,1.054407423028258
2000-07-10,1.8006,1.050309841403214
2000-07-11,1.7972,1.0529640939243972
2000-07-12,1.8034,1.0637166258908626
2000-07-13,1.8104,1.0707784559374667
2000-07-14,1.8106,1.0667804565820354
2000-07-17,1.7979,1.0694043417816277
2000-07-18,1.797,1.072731173567904
2000-07-19,1.8044,1.0826025765941323
2000-07-20,1.8015,1.076194575979337
2000-07-21,1.7921,1.0703200256876806
2000-07-24,1.7956,1.0736525660296328
2000-07-25,1.7898,1.0648493238206793
2000-07-26,1.7925,1.0623605651758206
2000-07-27,1.7847,1.0716964955524595
2000-07-28,1.7828,1.0815487778498811
2000-07-31,1.7748,1.0792143319663285
2000-08-01,1.788,1.083658430862592
2000-08-02,1.7916,1.0944511327569224
2000-08-03,1.8079,1.1059500110595002
2000-08-04,1.7919,1.1019283746556474
2000-08-07,1.7961,1.098297638660077
2000-08-08,1.7992,1.1087703736556158
2000-08-09,1.795,1.1122233344455565
2000-08-10,1.7962,1.1016855789357718
2000-08-11,1.7959,1.105460977227504
2000-08-14,1.8021,1.1065619121389842
2000-08-15,1.8056,1.0946907498631637
2000-08-16,1.807,1.0937329104232747
2000-08-17,1.8096,1.0926573426573427
2000-08-18,1.8174,1.102779003087781
2000-08-21,1.8199,1.1077877478675087
2000-08-22,1.8169,1.1154489682097044
2000-08-23,1.8186,1.1152001784320285
2000-08-24,1.8204,1.1076650420912715
2000-08-25,1.8213,1.1081560283687943
2000-08-28,1.8277,1.110864252388358
2000-08-29,1.8349,1.115324559446799
2000-08-30,1.8259,1.1205737337516808
2000-08-31,1.8234,1.1263798152737103
2000-09-01,1.8218,1.1119759813188035
2000-09-04,1.8255,
2000-09-05,1.8294,1.1266336187471835
2000-09-06,1.8207,1.1491611123879568
2000-09-07,,1.1441647597254005
2000-09-08,1.8224,1.154201292705448
2000-09-11,1.8199,1.1595547309833023
2000-09-12,1.8279,1.1633317822242903
2000-09-13,1.832,1.1574074074074074
2000-09-14,1.8317,1.160496692584426
2000-09-15,1.8438,1.1665888940737286
2000-09-18,1.8558,1.1732957878681216
2000-09-19,1.8538,1.1745360582569884
2000-09-20,1.8546,1.181753722524226
2000-09-21,1.8517,1.1684973124561813
2000-09-22,1.8594,1.1372682815876265
2000-09-25,1.842,1.1444266422522316
2000-09-26,1.8506,1.1344299489506524
2000-09-27,1.8492,1.135718341851221
2000-09-28,1.8479,1.1330160888284613
2000-09-29,1.8437,1.1316057485572026
2000-10-02,1.8483,1.1355893708834885
2000-10-03,1.8498,1.1440338634023568
2000-10-04,1.8529,1.1460004584001833
2000-10-05,1.8501,1.1514104778353482
2000-10-06,1.852,1.1520737327188941
2000-10-09,1.8574,
2000-10-10,1.8541,1.151808339092375
2000-10-11,1.8603,1.1474469305794606
2000-10-12,,1.1568718186024989
2000-10-13,1.8764,1.1671335200746966
2000-10-16,1.8704,1.1779950524207798
2000-10-17,1.8667,1.1755025273304338
2000-10-18,1.8795,1.1917530687641522
2000-10-19,1.8714,1.1896264572924102
2000-10-20,1.8796,1.1904761904761905
2000-10-23,1.8918,1.1956001912960306
2000-10-24,1.8981,1.1956001912960306
2000-10-25,1.9282,1.2091898428053205
2000-10-26,1.934,1.2090436464756378
2000-10-27,1.924,1.1896264572924102
2000-10-30,1.9184,1.1859582542694498
2000-10-31,1.909,1.1784115012962526
2000-11-01,1.9099,1.1649580615097856
2000-11-02,,1.1636025133814287
2000-11-03,1.9286,1.1609008590666356
2000-11-06,1.9462,1.1649580615097856
2000-11-07,1.9573,1.165093790050099
2000-11-08,1.9503,1.168360789811894
2000-11-09,1.9683,1.166316771635176
2000-11-10,1.9566,1.1594202898550725
2000-11-13,1.9579,1.1618450098756825
2000-11-14,1.9441,1.166452816983553
2000-11-15,,1.1668611435239207
2000-11-16,1.9486,1.1720581340834506
2000-11-17,1.9609,1.1742602160638798
2000-11-20,1.9365,1.1784115012962526
2000-11-21,1.91,1.1823126034523528
2000-11-22,1.9322,1.1872254541137361
2000-11-23,1.9413,
2000-11-24,1.956,1.1930326890956813
2000-11-27,1.9571,1.1764705882352942
2000-11-28,1.9778,1.1700011700011699
2000-11-29,1.961,1.1659088259298123
2000-11-30,1.9596,1.1502185415228894
2000-12-01,1.9795,1.140901312036509
2000-12-04,1.9847,1.1267605633802817
2000-12-05,1.9648,1.1358473421172195
2000-12-06,1.9657,1.1265067027148812
2000-12-07,1.9698,1.1247328759419637
2000-12-08,1.9695,1.1314777098891151
2000-12-11,1.9648,1.1401208528103979
2000-12-12,1.9676,1.1396011396011396
2000-12-13,1.9623,1.142204454597373
2000-12-14,1.9635,1.1289230074508918
2000-12-15,1.9678,1.1134617525887986
2000-12-18,1.9539,1.1199462425803561
2000-12-19,1.9556,1.1233430689732644
2000-12-20,1.9559,1.103996467211305
2000-12-21,1.9578,1.0974539069359086
2000-12-22,1.9524,1.0834236186348862
2000-12-25,,
2000-12-26,1.9578,1.076194575979337
2000-12-27,1.9608,1.0748065348237317
2000-12-28,1.9554,1.0802635843145727
2000-12-29,1.9554,1.0651896037494675
2001-01-01,,
2001-01-02,1.9384,1.0565240359218173
2001-01-03,1.9422,1.0556317956296843
2001-01-04,1.9357,1.058425063505504
2001-01-05,1.9484,1.048767697954903
2001-01-08,1.9524,1.0541851149061776
2001-01-09,1.9441,1.0641694157709907
2001-01-10,1.9429,1.0653030787258975
2001-01-11,1.9463,1.050420168067227
2001-01-12,1.9508,1.0541851149061776
2001-01-15,1.9475,
2001-01-16,1.9516,1.0667804565820354
2001-01-17,1.9501,1.0745755426606491
2001-01-18,1.9527,1.0586491636671607
2001-01-19,1.9553,1.0680337498664958
2001-01-22,1.9571,1.0667804565820354
2001-01-23,1.9586,1.0650761529449355
2001-01-24,1.9595,1.0801468999783972
2001-01-25,1.9738,1.0847163466753444
2001-01-26,1.974,1.08542277216976
2001-01-29,1.9753,1.0892059688487092
2001-01-30,1.9714,1.079447322970639
2001-01-31,1.9711,1.0743446497636442
2001-02-01,1.9739,1.0656436487638534
2001-02-02,1.9934,1.0687186063909373
2001-02-05,1.9945,1.06439595529537
2001-02-06,1.998,1.0748065348237317
2001-02-07,2.0045,1.0716964955524595
2001-02-08,1.9959,1.088850174216028
2001-02-09,1.9884,1.079097874177188
2001-02-12,1.9813,1.0767739851405191
2001-02-13,1.9803,1.086484137331595
2001-02-14,1.9894,1.0873110796999021
2001-02-15,1.9812,1.1041183614883516
2001-02-16,1.994,1.0914647456887143
2001-02-19,2.0027,
2001-02-20,2.0063,1.0993843447669305
2001-02-21,2.024,1.1016855789357718
2001-02-22,2.0368,1.1026574043444701
2001-02-23,2.0436,1.0995052226498077
2001-02-26,,1.0997470581766193
2001-02-27,,1.0955302366345312
2001-02-28,2.0452,1.0855405992184108
2001-03-01,2.0428,1.0763104079216446
2001-03-02,2.0355,1.070663811563169
2001-03-05,2.0232,1.0765421466250404
2001-03-06,2.0208,1.0737678513905293
2001-03-07,2.0391,1.0782833728703904
2001-03-08,2.0385,1.0774701002047193
2001-03-09,2.0599,1.0735373054213635
2001-03-12,2.0552,1.075268817204301
2001-03-13,2.0622,1.0931351114997814
2001-03-14,2.0763,1.0949304719150335
2001-03-15,2.0864,1.105460977227504
2001-03-16,2.1217,1.1199462425803561
2001-03-19,2.1277,1.1129660545353368
2001-03-20,2.0929,1.104484205875856
2001-03-21,2.1,1.1148272017837235
2001-03-22,2.1419,1.1259993244004054
2001-03-23,2.1586,1.1203226529240422
2001-03-26,2.1373,1.1166945840312674
2001-03-27,2.1236,1.122334455667789
2001-03-28,2.117,1.1258725512272012
2001-03-29,2.1369,1.1354604292040422
2001-03-30,2.1616,1.137138958380714
2001-04-02,2.1584,1.1332728921124207
2001-04-03,2.1732,1.1198208286674132
2001-04-04,2.1632,1.1095084877399313
2001-04-05,2.1589,1.1140819964349378
2001-04-06,2.1521,1.110864252388358
2001-04-09,2.1642,1.1093854004881296
2001-04-10,2.1422,1.125619090499775
2001-04-11,2.1384,1.1291779584462511
2001-04-12,2.1573,1.1208249271463797
2001-04-13,,1.125112511251125
2001-04-16,2.1825,1.1284134506883323
2001-04-17,2.1888,1.1345586566825505
2001-04-18,2.175,1.134301270417423
2001-04-19,2.1882,1.1224604332697272
2001-04-20,2.2364,1.1071744906997343
2001-04-23,2.2586,1.1160714285714286
2001-04-24,2.2538,1.11781801922647
2001-04-25,2.3011,1.1145786892554614
2001-04-26,2.2541,1.1097547442015314
2001-04-27,2.218,1.1205737337516808
2001-04-30,2.1847,1.1268875366238449
2001-05-01,,1.1189437171310281
2001-05-02,2.2239,1.1204481792717087
2001-05-03,2.2353,1.1247328759419637
2001-05-04,2.2187,1.1193194537721065
2001-05-07,2.1957,1.1215791834903546
2001-05-08,2.2319,1.1301989150090415
2001-05-09,2.2586,1.1305822498586773
2001-05-10,2.2695,1.1373976342129208
2001-05-11,2.2863,1.1416828405069073
2001-05-14,2.3062,1.1431184270690444
2001-05-15,2.3384,1.137915339098771
2001-05-16,2.3219,1.130965844831486
2001-05-17,2.3036,1.1327594019030358
2001-05-18,2.2941,1.1397310234784592
2001-05-21,2.3278,1.141291942478886
2001-05-22,2.3062,1.1551345731777751
2001-05-23,2.3427,1.1630611770179111
2001-05-24,2.3494,1.1668611435239207
2001-05-25,2.3403,1.1659088259298123
2001-05-28,2.3265,
2001-05-29,2.3425,1.1700011700011699
2001-05-30,2.3596,1.166044776119403
2001-05-31,2.36,1.1827321111768183
2001-06-01,2.3833,1.183151916706105
2001-06-04,2.3629,1.1835720203574387
2001-06-05,2.3895,1.1759172154280337
2001-06-06,2.3821,1.183151916706105
2001-06-07,2.388,1.175640724194686
2001-06-08,2.3619,1.1757789535567313
2001-06-11,2.3722,1.1869436201780414
2001-06-12,2.3906,1.1793843613633683
2001-06-13,2.4078,1.1715089034676662
2001-06-14,,1.1630611770179111
2001-06-15,2.4079,1.1590171534538711
2001-06-18,2.4586,1.1614401858304297
2001-06-19,2.4675,1.1684973124561813
2001-06-20,2.4748,1.175640724194686
2001-06-21,2.4054,1.1704119850187265
2001-06-22,2.3296,1.1668611435239207
2001-06-25,2.2997,1.1613053071652537
2001-06-26,2.3139,1.1596892032935173
2001-06-27,2.3236,1.1599582415033058
2001-06-28,2.2923,1.1806375442739079
2001-06-29,2.3049,1.180080245456691
2001-07-02,2.3249,1.1827321111768183
2001-07-03,2.3395,1.1796626164916835
2001-07-04,2.3907,
2001-07-05,2.4113,1.1947431302270013
2001-07-06,2.4943,1.1813349084465445
2001-07-09,2.4548,1.180080245456691
2001-07-10,2.4802,1.1686338670094658
2001-07-11,2.53,1.1609008590666356
2001-07-12,2.5423,1.1723329425556859
2001-07-13,2.5538,1.172745396974317
2001-07-16,2.5979,1.1697274535033337
2001-07-17,2.5304,1.1697274535033337
2001-07-18,2.4696,1.1492931846914147
2001-07-19,2.5032,1.1507479861910241
2001-07-20,2.4573,1.1477103179157582
2001-07-23,2.4108,1.152604887044721
2001-07-24,2.4247,1.1425959780621573
2001-07-25,2.4914,1.1367511651699442
2001-07-26,2.4836,1.140901312036509
2001-07-27,2.4971,1.1429877700308606
2001-07-30,2.4334,1.1428571428571428
2001-07-31,2.4313,1.1425959780621573
2001-08-01,2.4935,1.1372682815876265
2001-08-02,2.4877,1.1346873936230568
2001-08-03,2.4884,1.1308379509216329
2001-08-06,2.469,1.1361054305839582
2001-08-07,2.4463,1.1396011396011396
2001-08-08,2.4704,1.139211665527455
2001-08-09,2.4668,1.1253657438667568
2001-08-10,2.4842,1.1185682326621924
2001-08-13,2.491,1.1132138483802738
2001-08-14,2.514,1.10803324099723
2001-08-15,2.5005,1.097213078779899
2001-08-16,2.4877,1.094331363536879
2001-08-17,2.5235,1.0911074740861975
2001-08-20,2.5306,1.095650268434316
2001-08-21,2.5353,1.0970927043335161
2001-08-22,2.5231,1.0876658690450294
2001-08-23,2.5282,1.0909884355225834
2001-08-24,2.55,1.0969723562966214
2001-08-27,2.5585,1.0991426687183996
2001-08-28,2.5564,1.098659635245001
2001-08-29,2.5474,1.0992634934593823
2001-08-30,2.5403,1.0924186148131965
2001-08-31,2.5517,1.1001100110011002
2001-09-03,2.559,
2001-09-04,2.5642,1.1276499774470004
2001-09-05,2.5669,1.1239743733842869
2001-09-06,2.5927,1.1181930001118192
2001-09-07,,1.105705440070765
2001-09-10,2.6013,1.1125945705384956
2001-09-11,2.6369,
2001-09-12,2.6741,1.1026574043444701
2001-09-13,2.6978,1.1002310485201892
2001-09-14,2.6986,1.0870746820306554
2001-09-17,2.6679,1.087192868014786
2001-09-18,2.6793,1.0830715910321673
2001-09-19,2.7065,1.0741138560687433
2001-09-20,2.7322,1.0804970286331712
2001-09-21,2.8007,1.0990218705352237
2001-09-24,2.7675,1.0946907498631637
2001-09-25,2.7133,1.0843634786380394
2001-09-26,2.7264,1.0833062506770663
2001-09-27,2.705,1.0892059688487092
2001-09-28,2.6713,1.0990218705352237
2001-10-01,2.6866,1.0918222513374822
2001-10-02,2.7038,1.0930156301235108
2001-10-03,2.7287,1.0892059688487092
2001-10-04,2.7326,1.0939722131057872
2001-10-05,2.754,1.0907504363001745
2001-10-08,2.7828,
2001-10-09,2.7797,1.0928961748633879
2001-10-10,2.7784,1.0967317394165386
2001-10-11,2.7799,1.1101243339253997
2001-10-12,,1.1015642211940955
2001-10-15,2.779,1.1016855789357718
2001-10-16,2.7526,1.0996261271167802
2001-10-17,2.7211,1.1031439602868174
2001-10-18,2.7425,1.10803324099723
2001-10-19,2.7573,1.1127183709803048
2001-10-22,2.7176,1.1228385358185493
2001-10-23,2.7168,1.1244799280332847
2001-10-24,2.7438,1.1204481792717087
2001-10-25,2.7428,1.1154489682097044
2001-10-26,2.729,1.1209505660800358
2001-10-29,2.7246,1.1065619121389842
2001-10-30,2.7231,1.1037527593818983
2001-10-31,2.7071,1.1119759813188035
2001-11-01,2.682,1.105705440070765
2001-11-02,,1.1065619121389842
2001-11-05,2.6208,1.1156978690170702
2001-11-06,2.6003,1.1142061281337048
2001-11-07,2.6055,1.11123458162018
2001-11-08,2.5571,1.122334455667789
2001-11-09,2.5347,1.119194180190263
2001-11-12,2.5502,
2001-11-13,2.527,1.1349449551696742
2001-11-14,2.5299,1.1326311020500623
2001-11-15,,1.1346873936230568
2001-11-16,2.5392,1.1300711944852526
2001-11-19,2.5154,1.1388224575788635
2001-11-20,2.535,1.1322463768115942
2001-11-21,2.5411,1.1388224575788635
2001-11-22,2.5383,
2001-11-23,2.5134,1.1402508551881414
2001-11-26,2.4894,1.1349449551696742
2001-11-27,2.4604,1.1348161597821154
2001-11-28,2.4857,1.128286133363421
2001-11-29,2.5072,1.1262529564140105
2001-11-30,2.5287,1.1163206072784102
2001-12-03,2.4672,1.1239743733842869
2001-12-04,2.4289,1.1238480557428636
2001-12-05,2.4306,1.1291779584462511
2001-12-06,2.4435,1.1215791834903546
2001-12-07,2.4005,1.1229646266142617
2001-12-10,2.3579,1.125619090499775
2001-12-11,2.3417,1.1230907457322552
2001-12-12,2.3551,1.1179429849077698
2001-12-13,2.3847,1.1140819964349378
2001-12-14,2.384,1.105705440070765
2001-12-17,2.358,1.1061946902654867
2001-12-18,2.343,1.1087703736556158
2001-12-19,2.293,1.1114816049794376
2001-12-20,2.3202,1.1145786892554614
2001-12-21,2.3311,1.128158844765343
2001-12-24,2.3378,1.1398609369656902
2001-12-25,,
2001-12-26,2.3145,1.139211665527455
2001-12-27,2.3215,1.1308379509216329
2001-12-28,2.3204,1.1335298118340513
2001-12-31,2.3204,1.1234692731153804
2002-01-01,,
2002-01-02,2.3066,1.107297087808659
2002-01-03,2.2932,1.112099644128114
2002-01-04,2.3101,1.11781801922647
2002-01-07,2.3428,1.1196954428395476
2002-01-08,2.3454,1.1204481792717087
2002-01-09,2.3794,1.1258725512272012
2002-01-10,2.3896,1.1204481792717087
2002-01-11,2.4168,1.1229646266142617
2002-01-14,2.4072,1.119194180190263
2002-01-15,2.3705,1.1219566924716706
2002-01-16,2.3867,1.1319900384876613
2002-01-17,2.3641,1.1363636363636365
2002-01-18,2.3752,1.1307100859339665
2002-01-21,2.3742,
2002-01-22,2.3667,1.1314777098891151
2002-01-23,2.3804,1.131733816206428
2002-01-24,2.3981,1.1386927806877705
2002-01-25,2.4046,1.1554015020219526
2002-01-28,2.4228,1.1621150493898895
2002-01-29,2.4234,1.1570056693277797
2002-01-30,2.4384,1.1563367252543941
2002-01-31,2.4183,1.1636025133814287
2002-02-01,2.4161,1.1610356437942646
2002-02-04,2.4228,1.1514104778353482
2002-02-05,2.4214,1.1531365313653137
2002-02-06,2.4206,1.1503508570113885
2002-02-07,2.4518,1.1507479861910241
2002-02-08,2.4691,1.1458691417440128
2002-02-11,,1.139211665527455
2002-02-12,,1.1405109489051095
2002-02-13,2.4232,1.145475372279496
2002-02-14,2.4249,1.1477103179157582
2002-02-15,2.438,1.145475372279496
2002-02-18,2.4284,
2002-02-19,2.4249,1.1410314924691922
2002-02-20,2.4284,1.1487650775416427
2002-02-21,2.4241,1.1478420569329661
2002-02-22,2.4273,1.1419435879867534
2002-02-25,2.4062,1.1477103179157582
2002-02-26,2.3947,1.151808339092375
2002-02-27,2.3827,1.1571395510298543
2002-02-28,2.3482,1.155001155001155
2002-03-01,2.3596,1.155802126675913
2002-03-04,2.3432,1.1487650775416427
2002-03-05,2.3251,1.1495574203931487
2002-03-06,2.352,1.1399908800729595
2002-03-07,2.3663,1.137009664582149
2002-03-08,2.3582,1.1425959780621573
2002-03-11,2.3487,1.1405109489051095
2002-03-12,2.3496,1.1416828405069073
2002-03-13,2.3368,1.1402508551881414
2002-03-14,2.3441,1.134301270417423
2002-03-15,2.3542,1.1334013374135783
2002-03-18,2.3406,1.1330160888284613
2002-03-19,2.3432,1.135718341851221
2002-03-20,2.338,1.131733816206428
2002-03-21,2.3475,1.131733816206428
2002-03-22,2.3508,1.1375270162666364
2002-03-25,2.3641,1.1405109489051095
2002-03-26,2.3502,1.1406410402646288
2002-03-27,2.3371,1.1460004584001833
2002-03-28,2.3236,1.1479738261967627
2002-03-29,,1.1471836641046231
2002-04-01,2.322,1.1355893708834885
2002-04-02,2.3022,1.1386927806877705
2002-04-03,2.2977,1.1358473421172195
2002-04-04,2.3118,1.1390818999886092
2002-04-05,2.2924,1.135718341851221
2002-04-08,2.2907,1.1428571428571428
2002-04-09,2.2842,1.1372682815876265
2002-04-10,2.2728,1.137138958380714
2002-04-11,2.2709,1.1326311020500623
2002-04-12,2.2988,1.1373976342129208
2002-04-15,2.318,1.1361054305839582
2002-04-16,2.3172,1.1325028312570782
2002-04-17,2.3165,1.1254924029262803
2002-04-18,2.3327,1.1238480557428636
